,lon,lat,datetime,adt,ugos,vgos,vgosa,err,sla,ugosa,mag,analysed_sst,analysis_error
354,-76.266425,33.02203968,2016-02-14,0.5943,1.0314,1.1009,0.2713,0.0311,0.1541,0.4157,1.508564473,296.93,0.4
355,-75.73167541,32.872176,2016-02-15,0.8351,-0.149,-0.3093,-0.3937,0.0333,0.097,-0.2242,0.343318351,295.285,0.4
356,-75.79715091,32.66741155,2016-02-16,0.8149,-0.2726,-0.0775,-0.16,0.0297,0.0761,-0.3447,0.283402558,295.841,0.39
357,-76.19407649,32.42458311,2016-02-17,0.7452,-0.0604,0.153,0.0217,0.0301,0.0128,-0.1156,0.164490608,295.917,0.39
358,-76.71893376,32.15477616,2016-02-18,0.7127,0.0804,0.1413,-0.0739,0.0229,0.0326,-0.0291,0.162572599,297.334,0.39
359,-77.16312641,31.8742584,2016-02-19,0.6346,-0.1288,0.2257,0.0401,0.0232,-0.0094,-0.3427,0.259865215,296.908,0.4
360,-77.39879658,31.58333491,2016-02-20,0.627,0.0702,0.0487,-0.0673,0.0449,-0.0365,-0.1015,0.085438457,295.087,0.41
361,-77.51453624,31.28769562,2016-02-21,0.6379,0.0009,0.0165,-0.0285,0.0615,-0.0465,-0.0774,0.016524527,295.277,0.4
362,-77.55330075,30.99085448,2016-02-22,0.6652,-0.0731,0.0837,0.0763,0.0429,-0.014,0.0024,0.111127404,295.133,0.41
363,-77.55804543,30.69637023,2016-02-23,0.6917,0.1722,0.0778,0.0632,0.0325,0.0293,0.239,0.188959467,295.243,0.41
364,-77.57172564,30.40784537,2016-02-24,0.7433,0.168,0.0205,-0.0029,0.0237,0.0984,0.2194,0.169246123,295.536,0.41
365,-77.6372967,30.12892357,2016-02-25,0.7528,-0.0406,-0.0528,-0.081,0.0232,0.1201,-0.0132,0.066604805,295.71,0.4
366,-77.78005002,29.8604684,2016-02-26,0.7638,-0.1061,-0.0839,-0.0709,0.0174,0.1229,-0.1117,0.13526426,295.497,0.4
367,-78.00136098,29.58844743,2016-02-27,0.7486,-0.3205,0.0756,0.1263,0.0165,0.0849,-0.3498,0.329295627,295.788,0.38
368,-78.33588805,29.30505129,2016-02-28,0.6397,-0.4102,0.0327,0.0983,0.0238,-0.0399,-0.433,0.411501312,295.434,0.38
369,-78.67713794,28.97112956,2016-02-29,0.6611,0.2855,-0.2676,-0.2445,0.0271,-0.0179,0.2494,0.39130552,295.591,0.38
370,-79.02160588,28.61222595,2016-03-01,0.7554,-0.0344,0.0455,-0.0738,0.02,0.0688,-0.0058,0.057040424,298.261,0.38
371,-79.36661015,28.24808311,2016-03-02,0.695,-0.0509,0.6998,0.0619,0.0201,0.0932,0.0134,0.701648666,298.639,0.38
