lon,lat,datetime,adt,ugos,vgos,vgosa,err,sla,ugosa,mag,EKE,analysed_sst,analysis_error
-79.18319504,27.07433105,2015-02-09,0.668,-0.0448,-0.0694,-0.2634,0.0197,-0.0075,-0.0329,0.082603874,0.035230985,297.113,0.38
-79.16220307,27.08958872,2015-02-10,0.6665,-0.0356,-0.0814,-0.2754,0.0198,-0.0089,-0.0237,0.088844358,0.038203425,297.125,0.39
-79.14148143,27.1023326,2015-02-11,0.67,-0.0322,-0.1015,-0.2955,0.0194,-0.0054,-0.0203,0.106485163,0.04386617,297.57,0.39
-79.12589944,27.10642373,2015-02-12,0.6693,-0.0395,-0.1155,-0.3095,0.0186,-0.0061,-0.0275,0.122067604,0.04827325,297.38,0.39
-79.12291897,27.09438428,2015-02-13,0.686,-0.0443,-0.1626,-0.3567,0.0179,0.0105,-0.0324,0.168526704,0.064142325,297.243,0.39
-79.13159746,27.08218409,2015-02-14,0.7061,-0.0117,-0.1682,-0.3622,0.0174,0.0307,0.0003,0.168606435,0.065594465,297.329,0.38
-79.15348094,27.07947303,2015-02-15,0.7077,-0.0121,-0.1332,-0.3272,0.0171,0.0323,-0.0002,0.133748458,0.05352994,297.333,0.38
-79.17445079,27.08784459,2015-02-16,0.7033,-0.0046,-0.074,-0.268,0.017,0.0278,0.0074,0.074142835,0.03593938,297.881,0.38
-79.18270154,27.11013359,2015-02-17,0.7106,-0.0117,-0.0263,-0.2204,0.0173,0.0351,0.0002,0.028785066,0.0242881,297.819,0.38
-79.17193563,27.14488648,2015-02-18,0.7099,0.0014,0.0681,-0.1259,0.0179,0.0345,0.0134,0.068114389,0.008015185,297.657,0.39
-79.14608348,27.19170355,2015-02-19,0.7132,-0.0041,0.0548,-0.1393,0.0185,0.0378,0.0079,0.054953162,0.00973345,297.584,0.4
-79.13245476,27.23627072,2015-02-20,0.7177,-0.0058,0.0536,-0.1404,0.019,0.0423,0.0062,0.053912893,0.0098753,297.468,0.4
-79.13659215,27.26917345,2015-02-21,0.721,-0.0126,0.0873,-0.1163,0.019,0.0445,-0.0081,0.088204592,0.00679565,297.025,0.39
-79.15252068,27.28153444,2015-02-22,0.7299,0.034,0.0885,-0.1152,0.0187,0.0535,0.0385,0.094806382,0.007376645,297.783,0.39
-79.17258809,27.2846932,2015-02-23,0.7236,0.0084,0.1307,-0.073,0.0186,0.0472,0.0128,0.130969653,0.00274642,298.529,0.37
-79.19089386,27.28697984,2015-02-24,0.7216,-0.0036,0.1641,-0.0396,0.0185,0.0452,0.0009,0.164139483,0.000784485,298.669,0.37
-79.2023228,27.29599739,2015-02-25,0.7165,-0.0367,0.1609,-0.0427,0.0185,0.0401,-0.0323,0.165032421,0.00143329,298.531,0.37
-79.20035368,27.32122444,2015-02-26,0.707,-0.0722,0.1911,-0.0126,0.0187,0.0306,-0.0678,0.204284238,0.0023778,298.266,0.38
-79.19412045,27.35742282,2015-02-27,0.6987,-0.0966,0.2442,0.0405,0.0189,0.0222,-0.0921,0.262612262,0.00506133,298.092,0.39
-79.19357477,27.40330061,2015-02-28,0.6891,-0.1217,0.2755,0.0718,0.019,0.0127,-0.1172,0.301182901,0.00944554,298.059,0.38
-79.20631582,27.45852441,2015-03-01,0.6828,-0.1208,0.3069,0.1032,0.019,0.0063,-0.1163,0.329818511,0.012087965,298.18,0.37
-79.22109757,27.51188929,2015-03-02,0.6937,-0.0655,0.376,0.1901,0.0184,0.0185,-0.0716,0.381662482,0.020632285,298.171,0.37
-79.2306343,27.55535168,2015-03-03,0.6905,-0.0767,0.3995,0.2136,0.0182,0.0152,-0.0828,0.40679619,0.0262404,297.88,0.37
-79.2276403,27.58087902,2015-03-04,0.6919,-0.0995,0.4139,0.2281,0.0182,0.0166,-0.1056,0.425691743,0.031590485,297.805,0.38
-79.20482983,27.58043956,2015-03-05,0.6895,-0.0934,0.413,0.2272,0.0183,0.0142,-0.0995,0.423429522,0.030760045,298.646,0.38
-79.15491717,27.54598605,2015-03-06,0.6905,-0.0789,0.4046,0.2187,0.0183,0.0152,-0.085,0.412221263,0.027527345,298.595,0.37
-79.08263057,27.48303177,2015-03-07,0.6713,-0.1393,0.399,0.1954,0.0176,-0.0052,-0.1348,0.422617427,0.0281761,298.334,0.37
-79.00638895,27.38639405,2015-03-08,0.6853,-0.1074,0.397,0.1933,0.0181,0.0089,-0.1029,0.411270908,0.02397665,298.083,0.38
-78.96906577,27.28959084,2015-03-09,0.6976,0.0363,-0.1718,-0.1527,0.0204,0.0171,0.0108,0.175593081,0.011716965,297.793,0.38
-78.99132685,27.21480007,2015-03-10,0.7177,0.0903,0.0105,0.0064,0.023,0.0374,0.1115,0.090908415,0.006236605,297.055,0.37
-79.05052318,27.16388947,2015-03-11,0.7004,0.0397,0.387,0.193,0.0208,0.025,0.0516,0.389030963,0.01995578,297.317,0.37
-79.11283689,27.12935963,2015-03-12,0.7028,0.0461,0.395,0.201,0.0207,0.0273,0.058,0.397681041,0.0218825,298.195,0.37
-79.1561451,27.11017286,2015-03-13,0.702,0.0344,0.4101,0.2161,0.0202,0.0265,0.0464,0.411540241,0.024426085,298.618,0.37
-79.17160133,27.10591912,2015-03-14,0.6977,0.0409,0.4013,0.2073,0.0195,0.0223,0.0529,0.403378854,0.02288585,298.368,0.38
-79.16863592,27.11694433,2015-03-15,0.691,0.0349,0.4151,0.2211,0.0196,0.0156,0.0468,0.416564545,0.025537725,298.293,0.38
-79.15991155,27.14310891,2015-03-16,0.6885,0.0482,0.3983,0.2043,0.0191,0.0131,0.0601,0.401205845,0.02267525,298.262,0.38
-79.16258984,27.17877153,2015-03-17,0.6882,0.0657,0.3681,0.1741,0.0187,0.0127,0.0776,0.373917237,0.018166285,298.368,0.37
-79.16921722,27.22567254,2015-03-18,0.6869,0.0689,0.3661,0.1721,0.0184,0.0115,0.0809,0.372527073,0.01808161,298.568,0.37
-79.17310731,27.28684505,2015-03-19,0.6759,-0.0136,0.2936,0.0899,0.0181,-0.0006,-0.0092,0.293914818,0.004083325,298.804,0.38
-79.17553151,27.35563194,2015-03-20,0.6716,-0.0064,0.2813,0.0777,0.0182,-0.0049,-0.0019,0.281372795,0.00302045,298.681,0.37
-79.1778757,27.42479285,2015-03-21,0.6706,-0.0182,0.2753,0.0716,0.0178,-0.0058,-0.0137,0.275900942,0.002657125,298.62,0.37
-79.15017205,30.03469654,2015-04-29,0.7703,-0.0112,0.1376,0.0404,0.03,0.0542,-0.0609,0.138055061,0.002670485,298.757,0.4
-79.18979567,30.03727641,2015-04-30,0.7648,0.0031,0.1407,0.0435,0.0301,0.0487,-0.0466,0.140734147,0.002031905,298.594,0.4
-79.36004218,30.56325017,2015-05-01,0.6481,0.2268,0.6774,0.004,0.0264,0.0456,-0.0402,0.714359153,0.00081602,298.78,0.4
-79.14344351,31.25907186,2015-05-02,0.5525,0.6843,0.8139,-0.0376,0.0203,0.1245,-0.1056,1.063343642,0.00628256,299.531,0.38
-78.18131938,31.99276988,2015-05-03,0.6154,0.7634,0.5237,0.1198,0.0411,0.1804,-0.1712,0.925765224,0.02183074,299.55,0.39
-77.80893344,32.68832064,2015-05-04,0.0621,0.5876,0.5164,0.2265,0.0408,0.0607,0.3204,0.782267678,0.076979205,298.028,0.38
-77.94600146,33.0684378,2015-05-05,0.0849,-0.2325,-0.1139,-0.0715,0.0383,0.0825,-0.1824,0.258900483,0.019191005,297.669,0.38
-78.5765565,33.03805373,2015-05-06,0.1738,-0.3453,0.0202,-0.0375,0.0429,0.1483,-0.1814,0.345890344,0.017156105,295.026,0.39
-78.95142298,32.65250447,2015-05-07,0.0195,-0.1664,-0.0059,-0.0504,0.0392,0.0717,-0.0645,0.166504565,0.003350205,295.189,0.4
-79.51040341,32.23244886,2015-05-08,0.0282,-0.024,-0.1896,-0.1457,0.0332,0.1218,0.0094,0.191112951,0.010658425,295.235,0.39
-79.58866245,31.95777706,2015-05-09,0.0314,0.0558,0.0137,-0.0888,0.0331,0.1189,-0.067,0.057457201,0.00618722,296.821,0.39
-79.55959665,32.00082908,2015-05-10,0.0319,-0.0156,-0.1368,-0.0928,0.0312,0.1255,0.0178,0.137686601,0.00446434,296.898,0.39
-79.48507456,32.30698613,2015-05-11,0.0215,-0.0497,0.0253,-0.0515,0.0238,0.1059,0.0331,0.055768988,0.00187393,295.444,0.38
-79.02793083,32.65591775,2015-05-12,0.0461,-0.1319,0.0518,-0.024,0.0256,0.0933,-0.0074,0.141706916,0.00031538,296.525,0.37
-78.36066638,32.92191442,2015-05-13,0.0507,-0.154,0.0276,-0.022,0.0375,0.0643,0.0208,0.156453699,0.00045832,297.37,0.37
-77.73739382,33.11612452,2015-05-14,0.0518,0.0271,0.2185,0.1833,0.0336,0.065,0.027,0.220174158,0.017163945,297.93,0.38
-77.454952,33.32836759,2015-05-15,0.0437,0.2012,0.1562,0.1548,0.0256,0.0695,0.1215,0.254715292,0.019362645,297.681,0.39
-77.10122497,33.44807339,2015-05-16,0.0767,0.4593,0.4764,0.2787,0.0261,0.1023,0.3025,0.661750293,0.08458997,298.087,0.4
-77.07110931,33.56346432,2015-05-17,0.0067,0.2374,0.2255,0.13,0.0304,0.0468,0.154,0.32742787,0.020308,297.481,0.39
-77.42672196,33.68194011,2015-05-18,0.0127,0.1369,-0.0602,-0.0518,0.0219,0.0396,0.0614,0.149551496,0.0032266,297.728,0.38
-77.41380966,33.76673853,2015-05-19,0.0095,0.0596,-0.0874,-0.0736,0.0233,0.0376,0.0335,0.105787145,0.003269605,297.89,0.38
-77.17720412,33.83183675,2015-05-20,0.0036,0.0526,0.1942,0.1563,0.0286,0.05,-0.0072,0.201197415,0.012240765,298.122,0.39
-77.06438586,33.90523393,2015-05-21,0.0115,0.0529,0.1864,0.1484,0.0281,0.0579,-0.0069,0.193761116,0.011035085,298.259,0.39
-77.02922149,33.98379986,2015-05-22,0.014,0.0536,0.2022,0.1643,0.0286,0.0604,-0.0061,0.209183651,0.01351585,298.231,0.38
-77.05228067,34.0662119,2015-05-23,0.0362,-0.0796,0.1649,0.1695,0.0312,0.0696,-0.0368,0.183106991,0.015042245,298.302,0.37
-77.11413306,34.15115184,2015-05-24,0.0443,-0.0651,0.1512,0.1558,0.0324,0.0778,-0.0224,0.164619106,0.0123877,298.399,0.37
-77.19528108,34.23730188,2015-05-25,0.0508,-0.0608,0.1532,0.1578,0.0334,0.0842,-0.018,0.164823785,0.01261242,298.284,0.37
